conflict_id	id_ep	gwnoloc	year	mon	location	sidea	sidea2nd	sideb	sideb2nd	mission	PKOdum	osvAll	osvAllLagDum	osvreb1	osvreb1Lag	osvreb1LagDum	osvgov	osvgovLag	osvgovLagDum	troopLag	policeLag	militaryobserversLag	brv_AllLag	brv_bLag	brv_aLag	incomp	epduration	lntpop	PKOatsomept_con	unscres_prearrivalLag	unscresLag	active_year	ceasefire	pocmandate	robustmandate
78.0	781	530	1992	10.0	"Ethiopia"	"Ethiopia"		"EPLF"			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	22.0	10.917213	0.0	0.0	0.0	0	1.0	0.0	0.0
78.0	781	530	1992	11.0	"Ethiopia"	"Ethiopia"		"EPLF"			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	23.0	10.917213	0.0	0.0	0.0	0	1.0	0.0	0.0
78.0	781	530	1992	12.0	"Ethiopia"	"Ethiopia"		"EPLF"			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	24.0	10.917213	0.0	0.0	0.0	0	1.0	0.0	0.0
78.0	781	530	1993	1.0	"Ethiopia"	"Ethiopia"		"EPLF"			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	25.0	10.88249	0.0	0.0	0.0	0	1.0	0.0	0.0
78.0	781	530	1993	2.0	"Ethiopia"	"Ethiopia"		"EPLF"			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	26.0	10.88249	0.0	0.0	0.0	0	1.0	0.0	0.0
78.0	781	530	1993	3.0	"Ethiopia"	"Ethiopia"		"EPLF"			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	27.0	10.88249	0.0	0.0	0.0	0	1.0	0.0	0.0
78.0	781	530	1993	4.0	"Ethiopia"	"Ethiopia"		"EPLF"			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	28.0	10.88249	0.0	0.0	0.0	0	1.0	0.0	0.0
78.0	781	530	1993	5.0	"Ethiopia"	"Ethiopia"		"EPLF"			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	29.0	10.88249	0.0	0.0	0.0	0	1.0	0.0	0.0
78.0	781	530	1993	6.0	"Ethiopia"	"Ethiopia"		"EPLF"			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	30.0	10.88249	0.0	0.0	0.0	0	1.0	0.0	0.0
78.0	781	530	1993	7.0	"Ethiopia"	"Ethiopia"		"EPLF"			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	31.0	10.88249	0.0	0.0	0.0	0	1.0	0.0	0.0
